"Country","location_name","lockdown_start","lockdown_end","Level","url","update","Confirmed"
"China","Xiangyang",2020-01-28,2020-03-25,"City","https://www.thepaper.cn/newsDetail_forward_5671283",2020-02-04,TRUE
"Philippines","Soccsksargen",2020-03-23,2020-04-30,"Region","https://www.philstar.com/headlines/2020/03/12/2000209/travel-and-manila-suspended-march-15-code-red-sublevel-2-raised-over-covid-19?fbclid=IwAR3AAILu_dcJdaSsjyrRDkaPvgc-djCiwGBgTc_13DWyg8E05B3vsxz02PE",2020-03-12,FALSE
"China","Huangshi",2020-01-24,2020-03-13,"City","https://news.sina.com.cn/c/2020-03-13/doc-iimxyqwa0259279.shtml",2020-03-14,TRUE
"Montenegro","Tuzi",2020-03-24,NA,"Municipality","https://www.nst.com.my/news/nation/2020/03/575177/covid-19-movement-control-order-imposed-only-essential-sectors-operating",2020-03-16,FALSE
"China","Jingzhou",2020-01-24,2020-03-17,"City","https://www.yicai.com/news/100550418.html",2020-03-16,TRUE
"Fiji","Lautoka",2020-03-20,2020-04-07,"City","https://www.channelnewsasia.com/news/world/fiji-city-sealed-off-as-first-covid-19-case-confirmed-12555438",2020-03-19,FALSE
"Liberia","Margibi",2020-03-23,2020-04-11,"County","https://www.france24.com/en/20200315-lebanon-announces-two-week-lockdown-over-coronavirus",2020-03-21,FALSE
"Turkey","Turkey(first implementation)",2020-04-11,2020-04-13,"National","https://www.reuters.com/article/us-health-coronavirus-tunisia-army-idUSKBN21A2EH",2020-03-23,FALSE
"China","Ezhou",2020-01-23,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Xianning",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Jingmen",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Enshi",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Xiantao",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Huanggang",2020-01-23,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Xiaogan",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Tianmen",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Suizhou",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Shiyan",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Yichang",2020-01-24,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"China","Shennongjia",2020-01-27,2020-03-25,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-03-24,TRUE
"Oman","Muscat",2020-04-10,2020-05-08,"Governorate","https://www.thelocal.no/20200324/norway-extends-coronavirus-lockdown-until-after-easter",2020-03-25,FALSE
"Philippines","Luzon",2020-03-15,2020-04-30,"Island group","https://www.rappler.com/nation/255097-davao-region-coronavirus-lockdown-begins",2020-03-25,FALSE
"Indonesia","Tegal",2020-03-26,2020-07-31,"City","https://jateng.suara.com/read/2020/03/26/142841/pertama-di-indonesia-walikota-umumkan-tegal-lockdown",2020-03-26,FALSE
"Finland","Uusimaa",2020-03-27,2020-04-16,"Region","https://yle.fi/uutiset/osasto/news/finland_shuts_down_uusimaa_to_fight_coronavirus/11276242",2020-03-27,FALSE
"Philippines","Cebu",2020-03-27,2020-05-15,"Province","https://gestion.pe/peru/politica/coronavirus-en-peru-gobierno-anuncia-cuarentena-obligatorio-por-15-dias-por-coronavirus-noticia/",2020-03-27,FALSE
"Saudi Arabia","Qatif",2020-03-09,NA,"Area","https://www.thestar.com.my/news/regional/2020/03/29/saudi-arabia-puts-fourth-city-on-lockdown-over-coronavirus",2020-03-30,FALSE
"Algeria","Algiers",2020-03-23,2020-04-19,"City","https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7",2020-03-30,FALSE
"Liberia","Montserrado",2020-03-23,2020-04-11,"County","https://www.liberianobserver.com/news/montserrado-margibi-lockdown-amid-covid-19-fears/",2020-03-30,FALSE
"Saudi Arabia","Riyadh",2020-03-26,NA,"City","https://www.aljazeera.com/news/2020/03/saudi-locks-qatif-coronavirus-surges-gulf-200308142809697.html",2020-03-30,FALSE
"Madagascar","Toamasina",2020-03-23,NA,"City","https://www.news24.com/Africa/News/everyone-stay-at-home-madagascar-orders-lockdown-of-two-main-cities-in-virus-fight-20200323",2020-03-30,FALSE
"Algeria","Blida",2020-03-23,2020-04-19,"City","https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7",2020-03-30,FALSE
"Ghana","Accra",2020-03-30,2020-04-12,"Metropolitan Area","https://qz.com/africa/1827789/coronavirus-ghana-senegal-burkina-faso-shut-down/",2020-03-30,FALSE
"Saudi Arabia","Mecca",2020-03-26,NA,"City","https://www.thestar.com.my/news/regional/2020/03/29/saudi-arabia-puts-fourth-city-on-lockdown-over-coronavirus",2020-03-30,FALSE
"Ghana","Kumasi",2020-03-30,2020-04-12,"Metropolitan Area","https://qz.com/africa/1827789/coronavirus-ghana-senegal-burkina-faso-shut-down/",2020-03-30,FALSE
"Saudi Arabia","Medina",2020-03-26,NA,"City","https://www.thestar.com.my/news/regional/2020/03/29/saudi-arabia-puts-fourth-city-on-lockdown-over-coronavirus",2020-03-30,FALSE
"Philippines","Davao Region",2020-03-19,2020-04-30,"Region","https://www.cnnphilippines.com/regional/2020/3/26/Cebu-Province-enhanced-community-quarantine.html",2020-03-31,FALSE
"Israel","Bnei Brak",2020-04-02,NA,"City","https://www.timesofisrael.com/liveblog-april-2-2020/",2020-04-02,FALSE
"Eritrea",NA,2020-04-02,2020-04-23,"National","http://www.xinhuanet.com/english/2020-04/02/c_138941459.htm",2020-04-04,FALSE
"Japan","Saitama",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Japan","Hyogo",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Oman","Jalan Bani Bu Ali",2020-04-16,NA,"Province","https://www.omanobserver.om/lockdown/",2020-04-08,FALSE
"Japan","Tokyo",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Japan","Fukuoka",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Japan","Kanagawa",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Japan","Osaka",2020-04-07,2020-05-06,"Prefecture","https://www.scmp.com/news/asia/east-asia/article/3078955/coronavirus-japans-major-cities-go-quiet-after-state-emergency",2020-04-08,FALSE
"Madagascar","Antananarivo",2020-03-23,NA,"City","https://www.themayor.eu/en/shops-and-restaurants-in-luxembourg-city-wont-pay-rent-during-lockdown",2020-04-10,FALSE
"Honduras","Central District",2020-03-16,NA,"Municipality","https://covid19honduras.org/?q=toque-de-queda",2020-04-10,FALSE
"Honduras","Choluteca",2020-03-16,NA,"Municipality","https://covid19honduras.org/?q=toque-de-queda",2020-04-10,FALSE
"Honduras","San Pedro Sula",2020-03-17,NA,"Municipality","https://covid19honduras.org/?q=honduras-tiene-9-casos-confirmados-de-coronavirus",2020-04-10,FALSE
"Honduras","La Ceiba",2020-03-16,NA,"Municipality","https://covid19honduras.org/?q=toque-de-queda",2020-04-10,FALSE
"Honduras","Rest of area",2020-03-20,2020-04-26,"National","https://covid19honduras.org/?q=toque-de-queda-absoluto-para-todo-el-pais",2020-04-10,FALSE
"Turkey","Turkey(second implementation)",2020-04-23,2020-04-27,"National","https://www.yahoo.com/news/turkey-imposes-48-hour-coronavirus-120902289.html",2020-04-13,FALSE
"Czech Republic",NA,2020-03-16,2020-04-17,"National","https://www.politico.eu/article/czech-republic-eases-lockdown-restrictions/",2020-04-14,TRUE
"Austria",NA,2020-03-16,2020-04-14,"National","https://www.cnbc.com/2020/04/08/coronavirus-some-european-countries-set-to-lift-lockdown-measures.html",2020-04-14,TRUE
"Norway",NA,2020-03-12,2020-04-27,"National","https://www.cnbc.com/2020/04/08/coronavirus-some-european-countries-set-to-lift-lockdown-measures.html",2020-04-14,TRUE
"Fiji","Suva",2020-03-20,2020-04-17,"National","https://www.fijivillage.com/news/Suva-lockdown-to-be-lifted-at-5am-tomorrow-while-schools-remain-closed-until-the-15th-of-June-x8f54r/",2020-04-17,TRUE
"Ghana",NA,2020-03-30,2020-04-20,"National","https://www.aa.com.tr/en/africa/ghana-lifts-partial-coronavirus-lockdown/1811306",2020-04-20,TRUE
"Madagascar",NA,2020-03-23,2020-04-20,"National","https://medicalxpress.com/news/2020-04-lockdown-madagascar-cities-ease.html",2020-04-20,TRUE
"Italy",NA,2020-03-09,2020-05-04,"National","https://www.theguardian.com/world/2020/apr/14/eu-countries-coronavirus-lockdown-italy-spain",2020-04-20,TRUE
"Denmark",NA,2020-03-13,2020-05-10,"National","https://www.theguardian.com/world/2020/apr/14/eu-countries-coronavirus-lockdown-italy-spain",2020-04-20,TRUE
"Belarus","Minsk",2020-04-07,NA,"City","https://www.washingtonpost.com/politics/2020/04/21/belarus-government-is-largely-ignoring-pandemic-heres-why/",2020-04-21,FALSE
"Jamaica","Saint Catherine",2020-04-15,2020-04-22,"Parish","https://jis.gov.jm/st-catherine-covid-19-lockdown/",2020-04-23,FALSE
"Indonesia","Jakarta",2020-04-10,2020-05-22,"Province",NA,2020-04-23,FALSE
"China","Wuhan",2020-01-23,2020-04-08,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-04-23,TRUE
"China","Qianjiang",2020-01-24,2020-03-13,"City","https://www.theguardian.com/world/2020/mar/24/china-to-lift-travel-restrictions-in-hubei-after-months-of-coronavirus-lockdown",2020-04-23,TRUE
"Saudi Arabia","Jeddah",2020-03-29,NA,"City",NA,2020-04-23,FALSE
"Brazil","Santa Catarina",2020-03-17,NA,"City","https://g1.globo.com/jornal-nacional/noticia/2020/03/21/governo-de-sao-paulo-decreta-quarentena-de-15-dias-em-todo-o-estado-por-causa-do-coronavirus.ghtml",2020-04-24,FALSE
"Brazil","São Paulo",2020-03-17,NA,"City","https://g1.globo.com/jornal-nacional/noticia/2020/03/21/governo-de-sao-paulo-decreta-quarentena-de-15-dias-em-todo-o-estado-por-causa-do-coronavirus.ghtml",2020-04-24,FALSE
"New Zealand",NA,2020-03-26,2020-05-21,"National","https://www.outlookindia.com/outlooktraveller/travelnews/story/70274/new-zealand-bars-reopen-after-two-months-of-lockdown",2020-04-27,TRUE
"Republic of the Congo","Pupublic of the Congo",2020-03-31,2020-05-16,"City","https://www.africanews.com/2020/05/02/congo-republic-extends-coronavirus-lockdown//",2020-05-03,TRUE
"Bermuda",NA,2020-04-04,2020-05-02,"National","https://buzz-caribbean.com/news/bermuda-announces-phased-withdrawal-from-covid-lockdown-schools-airport-remain-closed/",2020-05-03,TRUE
"United States","Oregan",2020-03-24,NA,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,FALSE
"United States","Rhode Island",2020-03-30,2020-05-09,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Georgia",2020-04-03,2020-04-24,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"Rwanda",NA,2020-03-21,2020-05-04,"National","https://www.theeastafrican.co.ke/news/ea/Rwanda-partially-lifts-coronavirus-lockdown/4552908-5539612-yxgy7b/index.html",2020-05-03,TRUE
"United States","Indiana",2020-03-24,2020-05-04,"State","https://www.cnbc.com/2020/04/30/coronavirus-states-lifting-stay-at-home-orders-reopening-businesses.html",2020-05-03,TRUE
"Portugal",NA,2020-03-19,2020-05-04,"National","https://uk.reuters.com/article/uk-health-coronavirus-portugal/portugal-relaxes-coronavirus-lockdown-with-sector-by-sector-plan-idUKKBN22C37I",2020-05-03,TRUE
"Poland",NA,2020-03-13,2020-05-04,"National","https://notesfrompoland.com/2020/04/29/poland-reopens-shopping-centres-preschools-and-cultural-institutions-in-unfreezing-of-lockdown/",2020-05-03,TRUE
"United States","Kansas",2020-03-30,2020-05-04,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Tennessee",2020-04-02,2020-04-29,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Ohio",2020-03-23,2020-05-12,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Missouri",2020-04-03,2020-05-04,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Maine",2020-04-02,2020-06-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Kentucky",2020-03-23,2020-05-20,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Iowa",2020-03-25,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Idaho",2020-03-25,2020-05-16,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Vermont",2020-03-25,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","North Dakota",2020-03-30,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Montana",2020-03-28,2020-04-27,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Mississippi",2020-04-03,2020-04-27,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"South Africa",NA,2020-03-26,2020-05-01,"National","https://www.aljazeera.com/news/2020/05/eat-south-africa-eases-coronavirus-lockdown-200501072927207.html",2020-05-03,TRUE
"Botswana",NA,2020-04-02,2020-05-07,"National","https://www.dispatchlive.co.za/news/africa/2020-04-29-botswana-extends-virus-lockdown/",2020-05-03,TRUE
"United States","Florida",2020-04-03,2020-05-04,"State","https://www.huschblackwell.com/florida-state-by-state-covid-19-guidance",2020-05-03,TRUE
"Barbados",NA,2020-03-28,2020-05-04,"National","https://gisbarbados.gov.bb/blog/barbados-lockdown-exit-strategy-phase-3/",2020-05-03,TRUE
"Germany",NA,2020-03-17,2020-04-30,"National","https://www.theguardian.com/world/live/2020/apr/30/coronavirus-live-news-more-cases-of-covid-linked-syndrome-in-children-as-uk-deaths-top-spain-and-france",2020-05-03,TRUE
"Hungary",NA,2020-03-28,2020-05-04,"National","https://www.kormany.hu/en/the-prime-minister/news/we-won-first-battle-against-virus",2020-05-03,TRUE
"United States","Arkansas",2020-03-19,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"Russia","Moscow",2020-03-30,2020-05-11,"City","https://www.ft.com/content/4152c8b6-6e71-4801-928c-9c353cd2b8e8",2020-05-03,FALSE
"United States","Alaska",2020-03-28,2020-04-30,"State","https://www.wsj.com/articles/a-state-by-state-guide-to-coronavirus-lockdowns-11584749351",2020-05-03,TRUE
"United States","Arizona",2020-03-31,2020-05-04,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Alabama",2020-03-18,2020-04-30,"State","https://www.wsj.com/articles/a-state-by-state-guide-to-coronavirus-lockdowns-11584749351",2020-05-03,TRUE
"Monaco",NA,2020-03-14,2020-05-04,"National","https://lagazettedemonaco.com/en/fin-du-confinement-strict-le-4-mai/",2020-05-03,TRUE
"United States","New Hampshire",2020-03-27,2020-05-11,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","West Virginia",2020-03-24,2020-05-04,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"Tunisia",NA,2020-03-22,2020-05-04,"National","https://www.garda.com/crisis24/news-alerts/337711/tunisia-lockdown-measures-to-ease-from-may-4-update-8",2020-05-03,TRUE
"Thailand",NA,2020-03-25,2020-05-03,"National","https://www.straitstimes.com/asia/se-asia/coronavirus-thailand-begins-easing-lockdown-measures",2020-05-03,TRUE
"United States","Texas",2020-04-02,2020-04-30,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Utah",2020-03-26,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
"United States","Colorado",2020-03-26,2020-05-01,"State","https://www.wired.com/story/which-states-reopening-lockdown/",2020-05-03,TRUE
