"Country","location_name","lockdown_start","lockdown_end","Level","url","update","Confirmed"
"Croatia",NA,2020-03-18,2020-05-11,"National","https://www.theguardian.com/world/live/2020/may/10/coronavirus-live-news-obama-trumps-covid-19--chaotic-as-global-cases-pass-4-million-mexico-russia-germany-south-korea-deaths-",2020-05-10,TRUE
"Canada","Quebec",2020-03-13,2020-05-04,"Province","https://globalnews.ca/news/6920122/coronavirus-heres-how-provinces-plan-to-emerge-from-covid-19-lockdown/",2020-05-10,TRUE
"Ireland",NA,2020-03-27,2020-05-18,"National","https://www.theguardian.com/world/2020/may/02/ireland-extends-covid-19-lockdown-to-18-may-before-phased-exit",2020-05-10,TRUE
"Sri Lanka",NA,2020-03-20,2020-05-10,"National","https://www.thehindubusinessline.com/news/world/sri-lanka-bracing-to-end-lockdown-with-partial-opening/article31551416.ece",2020-05-10,TRUE
"United States","North Carolina",2020-03-30,2020-05-08,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-05-10,TRUE
"Belgium",NA,2020-03-18,2020-05-11,"National","https://www.bbc.com/news/world-europe-52421723",2020-05-10,TRUE
"United States","South Carolina",2020-04-07,2020-05-04,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-05-10,TRUE
"United Arab Emirates",NA,2020-03-22,2020-04-24,"National","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T",2020-05-10,TRUE
"France",NA,2020-03-17,2020-05-11,"National","https://www.france24.com/en/20200428-live-pm-philippe-unveils-france-s-plan-to-ease-covid-19-lockdown",2020-05-10,TRUE
"Greece",NA,2020-03-23,2020-06-01,"National","https://www.theguardian.com/world/live/2020/may/10/coronavirus-live-news-obama-trumps-covid-19--chaotic-as-global-cases-pass-4-million-mexico-russia-germany-south-korea-deaths-",2020-05-10,TRUE
"Spain",NA,2020-03-14,2020-05-11,"National","https://www.theguardian.com/world/2020/may/08/global-report-spain-and-italy-grapple-with-how-to-end-covid-19-lockdown",2020-05-10,TRUE
"Azerbaijan",NA,2020-03-31,2020-05-04,"National","https://az.usembassy.gov/covid-19-information-for-azerbaijan/",2020-05-10,TRUE
"United States","Pennsylvania",2020-04-01,2020-05-08,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-05-10,TRUE
"Oman","Muskat",2020-04-10,2020-05-24,"Region","https://www.argusmedia.com/en/news/2102855-oman-extends-muscat-lockdown-until-29-may",2020-05-10,FALSE
"Mayanmar",NA,2020-03-18,NA,"National","https://www.irrawaddy.com/specials/myanmar-covid-19/yangon-extends-lockdown-measures-myanmars-covid-19-hotspots.html",2020-05-19,FALSE
"Ukraine",NA,2020-03-17,2020-05-11,"National","https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Ukraine",2020-05-19,TRUE
"Estonia",NA,2020-03-12,2020-05-18,"National","https://news.err.ee/1091068/prime-minister-estonia-must-be-ready-for-coronavirus-second-wave",2020-05-19,TRUE
"Australia",NA,2020-03-23,2020-05-15,"National","https://uk.reuters.com/article/uk-health-coronavirus-australia/australians-emerge-from-coronavirus-lockdown-to-beers-and-lattes-idUKKBN22R031",2020-05-19,TRUE
"Bulgaria",NA,2020-03-13,2020-05-13,"National","https://www.thejakartapost.com/news/2020/05/13/bulgaria-to-end-state-of-emergency-but-some-restrictions-remain.html",2020-05-19,TRUE
"Chile","Santiago",2020-05-15,2020-05-22,"Metropolitan area","https://www.as-coa.org/articles/where-coronavirus-latin-america",2020-05-19,TRUE
"United States","Louisiana",2020-03-23,2020-05-15,"State","https://gov.louisiana.gov/index.cfm/newsroom/detail/2488?mod=article_inline",2020-05-19,TRUE
"United States","Nevada",2020-03-17,2020-05-09,"State","https://eu.rgj.com/story/news/2020/05/07/these-businesses-can-reopen-nevadas-phase-1-reopening/3092295001/",2020-05-19,TRUE
"United States","New Mexico",2020-03-24,2020-05-31,"State","https://www.governor.state.nm.us/2020/05/13/state-to-further-modify-public-health-emergency-order/?mod=article_inline",2020-05-19,TRUE
"Panama",NA,2020-03-25,NA,"National","https://www.laestrella.com.pa/nacional/200511/gobierno-anuncia-apertura-actividad-economica-13-mayo",2020-05-19,FALSE
"Mauritius",NA,2020-03-24,2020-05-15,"National","https://www.africanews.com/2020/05/14/virus-free-mauritius-says-covid-19-battle-won-but-war-still-on/",2020-05-19,TRUE
"Lebanon",NA,2020-03-22,2020-05-18,"National","https://www.arabnews.com/node/1676656/middle-east",2020-05-19,TRUE
"Bolivia",NA,2020-03-22,2020-05-31,"National","https://www.la-razon.com/nacional/2020/04/29/lunes-11-cuarentena-estricta-y-flexible-en-departamentos-y-municipios/",2020-05-19,TRUE
"United States","Delaware",2020-03-24,2020-05-08,"State","https://governor.delaware.gov/wp-content/uploads/sites/24/2020/05/Delaware-Economic-Reopening-Guidance_Phase.pdf",2020-05-19,TRUE
"Dominican Republic",NA,2020-03-29,2020-05-20,"National","https://www.as-coa.org/articles/where-coronavirus-latin-america",2020-05-19,TRUE
"United States","Minnesota",2020-03-27,2020-05-18,"State","https://mn.gov/deed/newscenter/covid/safework/?mod=article_inline",2020-05-19,TRUE
"United Kingdom",NA,2020-03-24,2020-06-15,"National","https://www.bbc.co.uk/news/uk-52801727",2020-05-27,TRUE
"Colombia",NA,2020-03-24,2020-05-25,"National","https://www.elespectador.com/noticias/bogota/decretan-alerta-naranja-en-kennedy-localidad-mas-afectada-por-covid-19-en-bogota-articulo-918514",2020-05-27,TRUE
"Sierra Leone",NA,2020-04-04,2020-05-06,"National","https://www.garda.com/crisis24/news-alerts/338251/sierra-leone-three-day-lockdown-to-be-introduced-from-may-3-update-8",2020-05-27,TRUE
"United States","Massachusetts",2020-03-24,2020-05-25,"State","https://www.bostonglobe.com/2020/05/25/metro/what-you-need-know-about-this-weeks-reopening/?p1=Article_Inline_Text_Link",2020-05-27,TRUE
"United States","Connecticut",2020-03-23,2020-05-20,"State","https://www.ctpost.com/news/coronavirus/slideshow/CT-malls-and-major-retailers-opening-in-phase-1-202512.php",2020-05-27,TRUE
"Nigeria","Lagos",2020-03-30,2020-05-11,"City","https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/",2020-05-27,TRUE
"Nigeria","Abuja",2020-03-30,2020-05-11,"City","https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/",2020-05-27,TRUE
"Netherlands",NA,2020-03-16,2020-06-01,"National","https://www.bbc.co.uk/news/explainers-52575313",2020-05-27,TRUE
"Japan",NA,2020-04-07,2020-05-26,"National","https://thediplomat.com/2020/05/japan-ends-coronavirus-state-of-emergency-aims-to-gradually-reopen-the-economy/",2020-05-27,TRUE
"Libya",NA,2020-03-22,NA,"National","https://www.libyaobserver.ly/news/pc-extends-curfew-reduces-restricted-hours",2020-05-27,FALSE
"Argentina",NA,2020-03-19,2020-06-07,"National","https://www.france24.com/en/20200524-covid-19-argentina-extends-mandatory-lockdown-until-june-7",2020-05-27,TRUE
"Liberia",NA,2020-03-23,2020-04-11,"Regional","https://www.liberianobserver.com/news/montserrado-margibi-lockdown-amid-covid-19-fears/",2020-05-27,TRUE
"Georgia",NA,2020-03-31,2020-06-01,"National","https://civil.ge/archives/342486",2020-05-27,TRUE
"Nigeria","Ogun",2020-03-30,2020-05-11,"City","https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/",2020-05-27,TRUE
"Romania",NA,2020-03-25,2020-05-12,"National","https://www.garda.com/crisis24/news-alerts/329636/romania-government-to-extend-covid-19-state-of-emergency-by-30-days-from-week-of-april-13-update-5",2020-05-27,TRUE
"Philippines",NA,2020-03-15,2020-05-31,"National","https://www.gmanetwork.com/news/news/nation/738392/metro-manila-laguna-cebu-city-shift-to-modified-ecq/story/",2020-05-27,TRUE
"Gibraltar",NA,2020-03-22,2020-05-02,"National","https://www.gibraltar.gov.gi/press-releases/press-conference-30th-april-2020-5858",2020-05-27,TRUE
"Puerto Rico",NA,2020-03-15,2020-05-25,"National","http://www.mondaq.com/operational-impacts-and-strategy/939836/governor-of-puerto-rico-extends-curfew-and-relaxes-lockdown",2020-05-27,TRUE
"Oman","2 Places",2020-04-10,2020-05-29,"Regional","https://www.thearabianstories.com/2020/05/27/covid-19-checkpoints-in-wilayat-muttrah-to-continue-says-rop/",2020-06-11,TRUE
"Singapore",NA,2020-04-07,2020-06-02,"National","https://www.aa.com.tr/en/asia-pacific/singapore-to-lift-coronavirus-lockdown-in-3-phases/1847154",2020-06-11,TRUE
"Malaysia",NA,2020-03-18,2020-06-10,"National","https://www.garda.com/crisis24/news-alerts/348781/malaysia-authorities-announce-easing-of-covid-19-measures-from-june-10-update-22",2020-06-11,TRUE
"Mexico","Mexcio",2020-03-21,2020-06-01,"National","https://www.as-coa.org/articles/mexico-kick-starts-its-reopening-plan",2020-06-11,TRUE
"Morocco",NA,2020-03-19,2020-06-09,"National","https://uk.reuters.com/article/us-health-coronavirus-morocco/morocco-to-ease-coronavirus-lockdown-measures-idUKKBN23G2ZH",2020-06-11,TRUE
"United States","Illinois",2020-03-21,2020-05-29,"State","https://www.nbcchicago.com/news/local/when-could-phase-four-of-illinois-reopening-plan-begin/2286392/",2020-06-11,TRUE
"United States","Hawaii",2020-03-25,2020-05-15,"State","https://www.bizjournals.com/pacific/news/2020/05/05/ige-to-begin-first-phase-of-reopening-hawaii.html",2020-06-11,TRUE
"Chile",NA,2020-03-19,2020-06-17,"National","https://www.emol.com/noticias/Nacional/2020/03/18/980218/Presidente-decreta-estado-de-catastrofe.html",2020-06-11,TRUE
"Ecuador",NA,2020-03-24,2020-06-03,"National","https://www.eluniverso.com/noticias/2020/06/04/nota/7860942/quito-amarillo-reactivacion-industrias-buses-50-ocupacion",2020-06-11,TRUE
"United States","Michigan",2020-03-24,2020-05-27,"State","https://www.mlive.com/public-interest/2020/05/michigan-malls-reopening-as-coronavirus-restrictions-loosen.html",2020-06-11,TRUE
"Honduras",NA,2020-03-15,2020-06-14,"National","https://www.asendiausa.com/asendia-insights/service-updates/honduras-continuation-lockdown-2/",2020-06-11,FALSE
"India",NA,2020-03-25,2020-06-08,"National","https://www.theguardian.com/world/2020/jun/08/india-eases-coronavirus-lockdown-experts-warn-rising-infections",2020-06-11,TRUE
"Armenia",NA,2020-03-24,2020-05-04,"National","https://eurasianet.org/armenia-ends-lockdown-even-as-covid-cases-spiking",2020-06-11,TRUE
"Lithuania",NA,2020-03-16,2020-05-27,"National","https://koronastop.lrv.lt/en/news/relaxing-lockdown-rules",2020-06-11,TRUE
"United States","New York",2020-03-22,2020-06-10,"State","https://nymag.com/intelligencer/2020/06/when-will-new-york-reopen-phases-and-full-plan-explained.html",2020-06-11,TRUE
"United States","California",2020-03-19,2020-05-25,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"Saudi Arabia",NA,2020-03-03,2020-06-05,"National","https://us-sabc.org/what-you-need-to-know-saudi-arabias-re-opening-as-part-of-the-governments-coronavirus-strategy/",2020-09-01,TRUE
"Turkey",NA,2020-04-11,2020-05-09,"National","https://www.dailysabah.com/business/economy/turkish-malls-reopen-after-nearly-2-month-closure",2020-09-01,TRUE
"Slovakia",NA,2020-03-16,2020-05-06,"National","https://au.news.yahoo.com/slovakia-emerges-lockdown-businesses-reopen-190511439--spt.html",2020-09-01,TRUE
"Trinidad and Tobago",NA,2020-03-17,2020-06-01,"National","https://www.looptt.com/content/retail-stores-public-service-malls-bookstores-reopen-monday",2020-09-01,TRUE
"Slovenia",NA,2020-03-14,2020-05-04,"National","https://www.total-slovenia-news.com/business/6066-coronavirus-slovenia-more-stores-will-re-open-monday-hair-salons-may-4",2020-09-01,TRUE
"Switzerland",NA,2020-03-17,2020-05-11,"National","https://www.cnbc.com/2020/04/16/switzerland-to-start-easing-covid-19-restrictions-from-april-27.html",2020-09-01,TRUE
"United States","Virginia",2020-03-24,2020-05-15,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"United States","Oklahoma",2020-04-01,2020-04-24,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"United States","Oregon",2020-03-23,2020-05-15,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"United States","Washington",2020-03-25,2020-05-26,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"United States","Wisconsin",2020-03-25,2020-05-13,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"United States","Maryland",2020-03-30,2020-05-15,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"Senegal",NA,2020-03-30,2020-05-02,"National","https://www.aa.com.tr/en/africa/covid-19-senegal-uganda-postpone-school-reopening/1861983",2020-09-01,TRUE
"United States","New Jersey",2020-03-21,2020-06-09,"State","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",2020-09-01,TRUE
"Russia",NA,2020-03-30,2020-06-01,"National","https://www.themoscowtimes.com/2020/06/08/russias-shops-reopen-customers-trickle-a70502",2020-09-01,TRUE
"Republic of the Congo",NA,2020-03-31,2020-07-22,"National","https://www.africanews.com/2020/07/22/dr-congo-president-announces-lifting-of-virus-restrictions//",2020-09-01,TRUE
"Qatar","Doha Industrial Area",2020-03-11,2020-07-01,"National","https://www.cushmanwakefield.com/en/insights/covid-19/covid-19-impacts-qatar-real-estate",2020-09-01,TRUE
"Peru",NA,2020-03-16,2020-06-29,"National","https://www.voanews.com/covid-19-pandemic/peru-reopens-shopping-centers-restrictions-closed-months-over-covid-19-spread",2020-09-01,TRUE
"Paraguay",NA,2020-03-20,2020-05-25,"National","https://www.gov.uk/foreign-travel-advice/paraguay/staying-during-coronavirus",2020-09-01,TRUE
"Pakistan",NA,2020-03-24,2020-05-09,"National","https://www.aa.com.tr/en/asia-pacific/pakistan-announces-to-ease-lockdown-from-may-9/1832873",2020-09-01,TRUE
"Oman",NA,2020-04-10,2020-06-10,"National","https://www.omanobserver.om/list-of-commercial-activities-allowed-to-reopen-in-oman-supreme-committee/",2020-09-01,TRUE
"Nepal",NA,2020-03-24,2020-06-11,"National","https://kathmandupost.com/money/2020/06/13/stores-reopen-as-kathmandu-emerges-from-lockdown",2020-09-01,TRUE
"Montenegro",NA,2020-03-24,2020-05-15,"National","https://www.garda.com/crisis24/news-alerts/345981/montenegro-montenegro-to-open-borders-to-certain-countries-from-june-1-update-9",2020-09-01,TRUE
"Mexico",NA,2020-03-21,2020-07-06,"National","https://medicalxpress.com/news/2020-06-mexico-city-reopening-street-sport.html",2020-09-01,TRUE
"Myanmar",NA,2020-03-18,2020-05-16,"National","https://www.mmtimes.com/news/some-yangon-shops-reopen-may.html",2020-09-01,TRUE
"Malta",NA,2020-03-27,2020-05-04,"National","https://www.mondaq.com/government-measures/934440/reopening-of-non-essential-retail-outlets",2020-09-01,TRUE
"Luxembourg",NA,2020-03-18,2020-05-11,"National","https://www.garda.com/crisis24/news-alerts/341041/luxembourg-second-phase-of-easing-lockdown-measures-begins-may-11-update-1",2020-09-01,TRUE
"Jordan",NA,2020-03-18,2020-04-21,"National","https://english.alaraby.co.uk/english/news/2020/4/21/ramadan-stores-open-as-jordan-eases-coronavirus-curfew",2020-09-01,TRUE
"Venezuela",NA,2020-03-17,2020-07-12,"National","https://www.garda.com/crisis24/news-alerts/350706/venezuela-nationwide-lockdown-extended-until-july-12-update-7",2020-09-01,TRUE
"Japan","Chiba",2020-04-07,2020-05-25,"National","https://www.timeout.com/tokyo/shopping/covid-19-coronavirus-updates-tokyo-department-store-closures-and-new-opening-hours",2020-09-01,TRUE
"Israel",NA,2020-04-02,2020-04-24,"National","https://english.alaraby.co.uk/english/news/2020/4/24/israel-further-eases-virus-measures-for-shops-restaurants",2020-09-01,TRUE
"Iraq",NA,2020-03-24,2020-07-16,"National","https://gds.gov.iq/covid-19-the-iraqi-government-reduces-curfew-hours-permits-airports-malls-to-reopen/",2020-09-01,TRUE
"Iran",NA,2020-03-24,2020-04-20,"National","https://www.garda.com/crisis24/news-alerts/334311/iran-authorities-begin-reopening-highways-shopping-centers-following-easing-of-covid-19-restrictions-april-20-update-21",2020-09-01,TRUE
"Indonesia",NA,2020-03-26,2020-06-29,"National","https://www.fitchratings.com/research/corporate-finance/most-indonesian-retail-malls-reopen-risks-remain-for-lippo-malls-indonesia-29-06-2020",2020-09-01,TRUE
"Guernsey",NA,2020-03-25,2020-06-01,"National","https://www.itv.com/news/channel/2020-06-01/guernsey-businesses-reopen-as-phase-four-begins",2020-09-01,TRUE
"Finland",NA,2020-03-27,2020-07-13,"National","https://www.twobirds.com/en/news/articles/2020/finland/covid-19-guidance-for-employers-in-finland",2020-09-01,TRUE
"El Salvador",NA,2020-03-12,2020-08-20,"National","https://uk.reuters.com/article/us-health-coronavirus-el-salvador-reopen/el-salvador-sets-out-new-dates-for-economic-reopening-plan-idUKKCN24V3QV",2020-09-01,TRUE
"Cuba",NA,2020-03-23,2020-07-20,"National","https://www.worldaware.com/covid-19-alert-cuba-continues-phased-lifting-restrictions-nationwide-except-some-provinces-july-20",2020-09-01,TRUE
"Costa Rica",NA,2020-03-23,2020-08-01,"National","https://www.garda.com/crisis24/news-alerts/364821/costa-rica-authorities-announce-economic-reopening-from-august-1-update-11",2020-09-01,TRUE
"Brazil",NA,2020-03-17,2020-06-10,"National","https://www.voanews.com/covid-19-pandemic/brazil-begins-reopening-after-2-month-coronavirus-shutdown",2020-09-01,TRUE
"Bangladesh",NA,2020-03-26,2020-04-29,"National","https://www.theguardian.com/global-development/2020/may/11/bangladesh-garment-factories-reopen-despite-coronavirus-threat-to-workers",2020-09-01,TRUE
"Algeria",NA,2020-03-23,2020-04-26,"National","https://africa.cgtn.com/2020/04/26/algeria-decides-to-reopen-more-businesses-to-ease-lockdown-impact/",2020-09-01,TRUE
"Albania",NA,2020-03-10,2020-04-19,"National","http://www.xinhuanet.com/english/2020-04/19/c_138988714.htm",2020-09-01,TRUE
"Jamaica",NA,2020-04-15,2020-04-29,"National","https://www.loopjamaica.com/content/phased-reopening-business-begins-some-caribbean-countries-2",2020-09-01,TRUE
"Zimbabwe",NA,2020-03-30,2020-07-02,"National","https://www.theeastafrican.co.ke/tea/rest-of-africa/covid-19-zimbabwe-reopens-national-parks-restaurants-1444232",2020-09-01,TRUE
